File Name,Email,Matched Skills
armaan.pdf,arman@gmail.com,sql
Arman.docx,arman@gmail.com,"ml, sql"
arman.txt,arman@gmail.com,sql
bhuvan.docx,bhuvan@gmail.com,"ml, sql"
bhuvan.pdf,bhuvan@gmail.com,"ml, sql"
bhuvan.txt,bhuvan@gmail.com,"ml, sql"
emily.docx,johndoe@email.com,sql
emily.pdf,johndoe@email.com,sql
emily.txt,johndoe@gmail.com,sql
hasley.docx,johndoe@email.com,"ml, sql"
hasley.pdf,johndoe@email.com,"ml, sql"
hasley.txt,johndoe@gmail.com,"ml, sql"
john smith.pdf,john.smith@email.com,sql
john smith.txt,john.smith@gmail.com,sql
johnny.pdf,johndoe@email.com,sql
johnny.txt.txt,johndoe@email.com,sql
Rohan.pdf,gaurav@gmail.com,"ml, sql"
rohan.txt,gaurav@gmail.com,"ml, sql"
rohit.txt,gaurav@gmail.com,ml
snoop dogg.txt,johndoe@email.com,sql
tupac.txt,johndoe@email.com,sql
yash.txt,john.smith@email.com,"ml, sql"
